text,category,gender,sleeve,season,fit,color,price
"Chiếc Váy maxi dành cho unisex kiểu tay dài, màu màu xanh, mặc mùa đông rất thoải mái, giá 800 nghìn.",Váy maxi,unisex,tay dài,mùa đông,rộng,màu xanh,800 nghìn
"Chiếc Áo thun dành cho nam kiểu tay dài, màu màu tím, mặc mùa hè rất thoải mái, giá 500 nghìn.",Áo thun,nam,tay dài,mùa hè,regular,màu tím,500 nghìn
"Chiếc Áo thun dành cho nam kiểu tay lửng, màu màu tím, mặc mùa xuân rất thoải mái, giá 1 triệu.",Áo thun,nam,tay lửng,mùa xuân,dáng rộng,màu tím,1 triệu
"Áo sơ mi nam tay dài slim màu tím, dễ phối đồ, hợp cho mùa thu, chỉ 500 nghìn.",Áo sơ mi,nam,tay dài,mùa thu,slim,màu tím,500 nghìn
"Quần jeans nữ kiểu rộng màu hồng, thiết kế hợp xu hướng, dùng được mùa hè, giá 800 nghìn.",Quần jeans,nữ,tay lửng,mùa hè,rộng,màu hồng,800 nghìn
"Áo hoodie unisex không tay màu tím, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 200 nghìn.",Áo hoodie,unisex,không tay,mùa hè,slim,màu tím,200 nghìn
"Áo sơ mi nữ tay lửng màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Áo sơ mi,nữ,tay lửng,mùa đông,ôm,màu hồng,1 triệu rưỡi
"Mẫu Váy nữ tay ngắn, dáng suông, màu tím, phong cách thời trang mùa thu, giá bán 500 nghìn.",Váy,nữ,tay ngắn,mùa thu,dáng suông,màu tím,500 nghìn
"Quần jeans nam không tay màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Quần jeans,nam,không tay,mùa đông,rộng,màu be,200 nghìn
"Áo khoác nam tay ngắn dáng rộng màu xám, dễ phối đồ, hợp cho quanh năm, chỉ 1 triệu.",Áo khoác,nam,tay ngắn,quanh năm,dáng rộng,màu xám,1 triệu
"Váy nữ kiểu slim màu xanh, thiết kế hợp xu hướng, dùng được mùa xuân, giá 500 nghìn.",Váy,nữ,tay ngắn,mùa xuân,slim,màu xanh,500 nghìn
"Áo sơ mi unisex tay lửng dáng rộng màu trắng, dễ phối đồ, hợp cho mùa đông, chỉ 200 nghìn.",Áo sơ mi,unisex,tay lửng,mùa đông,dáng rộng,màu trắng,200 nghìn
"Váy nam kiểu dáng suông màu đen, thiết kế hợp xu hướng, dùng được quanh năm, giá dưới 200k.",Váy,nam,tay dài,quanh năm,dáng suông,màu đen,dưới 200k
"Áo hoodie unisex tay ngắn hoa nhí, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 1 triệu rưỡi.",Áo hoodie,unisex,tay ngắn,quanh năm,rộng,hoa nhí,1 triệu rưỡi
"Quần jeans nam tay ngắn dáng rộng màu đỏ, dễ phối đồ, hợp cho quanh năm, chỉ hơn 600k.",Quần jeans,nam,tay ngắn,quanh năm,dáng rộng,màu đỏ,hơn 600k
"Áo hoodie nữ tay lửng màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Áo hoodie,nữ,tay lửng,mùa đông,dáng suông,màu hồng,200 nghìn
"Áo khoác unisex tay lửng màu trắng, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 400 nghìn.",Áo khoác,unisex,tay lửng,quanh năm,rộng,màu trắng,400 nghìn
"Váy nữ tay lửng màu hồng, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng hơn 1 triệu.",Váy,nữ,tay lửng,mùa hè,dáng rộng,màu hồng,hơn 1 triệu
"Áo khoác unisex không tay regular màu be, dễ phối đồ, hợp cho mùa hè, chỉ 300 nghìn.",Áo khoác,unisex,không tay,mùa hè,regular,màu be,300 nghìn
"Áo khoác nữ tay ngắn màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Áo khoác,nữ,tay ngắn,mùa đông,rộng,màu hồng,200 nghìn
"Áo sơ mi nam tay lửng ôm màu đen, dễ phối đồ, hợp cho mùa thu, chỉ 400 nghìn.",Áo sơ mi,nam,tay lửng,mùa thu,ôm,màu đen,400 nghìn
"Áo khoác nam kiểu slim màu xám, thiết kế hợp xu hướng, dùng được mùa thu, giá 200 nghìn.",Áo khoác,nam,tay dài,mùa thu,slim,màu xám,200 nghìn
"Áo khoác unisex tay ngắn màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Áo khoác,unisex,tay ngắn,mùa đông,ôm,màu hồng,200 nghìn
"Áo hoodie nam không tay dáng suông màu xanh, dễ phối đồ, hợp cho quanh năm, chỉ 200 nghìn.",Áo hoodie,nam,không tay,quanh năm,dáng suông,màu xanh,200 nghìn
"Váy nam tay lửng hoa nhí, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 800 nghìn.",Váy,nam,tay lửng,quanh năm,ôm,hoa nhí,800 nghìn
"Váy unisex tay lửng regular màu đen, dễ phối đồ, hợp cho mùa xuân, chỉ 1 triệu rưỡi.",Váy,unisex,tay lửng,mùa xuân,regular,màu đen,1 triệu rưỡi
"Quần short unisex kiểu regular màu xanh, thiết kế hợp xu hướng, dùng được quanh năm, giá dưới 200k.",Quần short,unisex,tay lửng,quanh năm,regular,màu xanh,dưới 200k
"Chiếc Váy dành cho unisex kiểu tay dài, màu màu hồng, mặc quanh năm rất thoải mái, giá 300 nghìn.",Váy,unisex,tay dài,quanh năm,ôm,màu hồng,300 nghìn
"Áo khoác nữ kiểu slim màu đen, thiết kế hợp xu hướng, dùng được mùa hè, giá hơn 600k.",Áo khoác,nữ,tay dài,mùa hè,slim,màu đen,hơn 600k
"Áo hoodie nữ tay dài slim màu xám, dễ phối đồ, hợp cho quanh năm, chỉ 300 nghìn.",Áo hoodie,nữ,tay dài,quanh năm,slim,màu xám,300 nghìn
"Chiếc Áo sơ mi dành cho nữ kiểu không tay, màu màu trắng, mặc mùa đông rất thoải mái, giá hơn 1 triệu.",Áo sơ mi,nữ,không tay,mùa đông,regular,màu trắng,hơn 1 triệu
"Mẫu Quần jeans nữ tay lửng, regular, hoa nhí, phong cách thời trang mùa thu, giá bán 700 nghìn.",Quần jeans,nữ,tay lửng,mùa thu,regular,hoa nhí,700 nghìn
"Chiếc Áo thun dành cho nữ kiểu tay dài, màu hoa nhí, mặc mùa hè rất thoải mái, giá dưới 200k.",Áo thun,nữ,tay dài,mùa hè,ôm,hoa nhí,dưới 200k
"Mẫu Váy maxi nữ tay dài, dáng rộng, màu xanh, phong cách thời trang mùa xuân, giá bán dưới 200k.",Váy maxi,nữ,tay dài,mùa xuân,dáng rộng,màu xanh,dưới 200k
"Áo thun nữ kiểu rộng màu đen, thiết kế hợp xu hướng, dùng được mùa xuân, giá 700 nghìn.",Áo thun,nữ,không tay,mùa xuân,rộng,màu đen,700 nghìn
"Quần short unisex tay lửng dáng suông màu đen, dễ phối đồ, hợp cho mùa đông, chỉ 200 nghìn.",Quần short,unisex,tay lửng,mùa đông,dáng suông,màu đen,200 nghìn
"Áo hoodie nam kiểu regular màu hồng, thiết kế hợp xu hướng, dùng được mùa đông, giá 300 nghìn.",Áo hoodie,nam,tay dài,mùa đông,regular,màu hồng,300 nghìn
"Áo khoác nam không tay dáng rộng màu hồng, dễ phối đồ, hợp cho mùa hè, chỉ 500 nghìn.",Áo khoác,nam,không tay,mùa hè,dáng rộng,màu hồng,500 nghìn
"Áo sơ mi nữ tay lửng ôm màu trắng, dễ phối đồ, hợp cho mùa hè, chỉ 1 triệu rưỡi.",Áo sơ mi,nữ,tay lửng,mùa hè,ôm,màu trắng,1 triệu rưỡi
"Mẫu Áo khoác nữ tay ngắn, slim, màu đỏ, phong cách thời trang mùa xuân, giá bán 500 nghìn.",Áo khoác,nữ,tay ngắn,mùa xuân,slim,màu đỏ,500 nghìn
"Quần short unisex kiểu ôm hoa nhí, thiết kế hợp xu hướng, dùng được quanh năm, giá hơn 1 triệu.",Quần short,unisex,không tay,quanh năm,ôm,hoa nhí,hơn 1 triệu
"Chiếc Quần short dành cho nam kiểu tay dài, màu màu xanh, mặc quanh năm rất thoải mái, giá hơn 1 triệu.",Quần short,nam,tay dài,quanh năm,regular,màu xanh,hơn 1 triệu
"Chiếc Quần jeans dành cho unisex kiểu tay dài, màu màu đỏ, mặc mùa xuân rất thoải mái, giá dưới 200k.",Quần jeans,unisex,tay dài,mùa xuân,dáng suông,màu đỏ,dưới 200k
"Mẫu Áo sơ mi nam không tay, ôm, hoa nhí, phong cách thời trang mùa xuân, giá bán hơn 600k.",Áo sơ mi,nam,không tay,mùa xuân,ôm,hoa nhí,hơn 600k
"Chiếc Váy maxi dành cho nam kiểu tay lửng, màu màu be, mặc mùa đông rất thoải mái, giá 1 triệu rưỡi.",Váy maxi,nam,tay lửng,mùa đông,dáng suông,màu be,1 triệu rưỡi
"Quần short nam tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Quần short,nam,tay dài,mùa đông,regular,màu be,1 triệu rưỡi
"Quần jeans nữ kiểu dáng rộng màu tím, thiết kế hợp xu hướng, dùng được mùa đông, giá 1 triệu rưỡi.",Quần jeans,nữ,không tay,mùa đông,dáng rộng,màu tím,1 triệu rưỡi
"Mẫu Quần short nam tay ngắn, dáng suông, màu vàng, phong cách thời trang mùa đông, giá bán 400 nghìn.",Quần short,nam,tay ngắn,mùa đông,dáng suông,màu vàng,400 nghìn
"Quần jeans nam kiểu dáng suông màu vàng, thiết kế hợp xu hướng, dùng được mùa xuân, giá dưới 200k.",Quần jeans,nam,không tay,mùa xuân,dáng suông,màu vàng,dưới 200k
"Váy unisex kiểu slim màu tím, thiết kế hợp xu hướng, dùng được mùa hè, giá hơn 1 triệu.",Váy,unisex,tay lửng,mùa hè,slim,màu tím,hơn 1 triệu
"Áo sơ mi nam tay lửng ôm màu xám, dễ phối đồ, hợp cho mùa hè, chỉ 700 nghìn.",Áo sơ mi,nam,tay lửng,mùa hè,ôm,màu xám,700 nghìn
"Quần jeans nam kiểu regular màu vàng, thiết kế hợp xu hướng, dùng được mùa xuân, giá 400 nghìn.",Quần jeans,nam,tay lửng,mùa xuân,regular,màu vàng,400 nghìn
"Áo khoác nam tay dài màu xanh, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 1 triệu.",Áo khoác,nam,tay dài,mùa xuân,dáng rộng,màu xanh,1 triệu
"Mẫu Áo khoác nam tay ngắn, dáng rộng, màu hồng, phong cách thời trang mùa hè, giá bán hơn 1 triệu.",Áo khoác,nam,tay ngắn,mùa hè,dáng rộng,màu hồng,hơn 1 triệu
"Quần short nam kiểu dáng suông màu be, thiết kế hợp xu hướng, dùng được mùa đông, giá hơn 1 triệu.",Quần short,nam,tay dài,mùa đông,dáng suông,màu be,hơn 1 triệu
"Mẫu Áo khoác unisex tay lửng, dáng rộng, hoa nhí, phong cách thời trang mùa hè, giá bán hơn 1 triệu.",Áo khoác,unisex,tay lửng,mùa hè,dáng rộng,hoa nhí,hơn 1 triệu
"Áo hoodie nữ kiểu rộng màu xanh, thiết kế hợp xu hướng, dùng được mùa thu, giá dưới 200k.",Áo hoodie,nữ,tay lửng,mùa thu,rộng,màu xanh,dưới 200k
"Áo sơ mi nam kiểu ôm màu đen, thiết kế hợp xu hướng, dùng được quanh năm, giá hơn 1 triệu.",Áo sơ mi,nam,tay lửng,quanh năm,ôm,màu đen,hơn 1 triệu
"Áo thun nam kiểu dáng rộng màu xanh, thiết kế hợp xu hướng, dùng được mùa thu, giá 1 triệu rưỡi.",Áo thun,nam,tay lửng,mùa thu,dáng rộng,màu xanh,1 triệu rưỡi
"Mẫu Váy unisex tay ngắn, ôm, màu trắng, phong cách thời trang mùa đông, giá bán 1 triệu rưỡi.",Váy,unisex,tay ngắn,mùa đông,ôm,màu trắng,1 triệu rưỡi
"Váy maxi nam tay dài slim màu tím, dễ phối đồ, hợp cho mùa thu, chỉ 500 nghìn.",Váy maxi,nam,tay dài,mùa thu,slim,màu tím,500 nghìn
"Áo thun unisex không tay dáng suông màu trắng, dễ phối đồ, hợp cho mùa thu, chỉ 500 nghìn.",Áo thun,unisex,không tay,mùa thu,dáng suông,màu trắng,500 nghìn
"Chiếc Váy dành cho unisex kiểu tay lửng, màu màu vàng, mặc mùa thu rất thoải mái, giá 400 nghìn.",Váy,unisex,tay lửng,mùa thu,regular,màu vàng,400 nghìn
"Chiếc Áo hoodie dành cho nữ kiểu tay dài, màu màu xanh, mặc mùa thu rất thoải mái, giá 200 nghìn.",Áo hoodie,nữ,tay dài,mùa thu,regular,màu xanh,200 nghìn
"Chiếc Quần short dành cho nữ kiểu tay lửng, màu màu đỏ, mặc mùa thu rất thoải mái, giá 200 nghìn.",Quần short,nữ,tay lửng,mùa thu,rộng,màu đỏ,200 nghìn
"Chiếc Quần jeans dành cho nữ kiểu tay lửng, màu màu đen, mặc mùa thu rất thoải mái, giá 200 nghìn.",Quần jeans,nữ,tay lửng,mùa thu,slim,màu đen,200 nghìn
"Quần jeans nam kiểu ôm màu trắng, thiết kế hợp xu hướng, dùng được mùa đông, giá 1 triệu rưỡi.",Quần jeans,nam,tay ngắn,mùa đông,ôm,màu trắng,1 triệu rưỡi
"Áo khoác nữ kiểu ôm màu vàng, thiết kế hợp xu hướng, dùng được mùa đông, giá 1 triệu rưỡi.",Áo khoác,nữ,tay ngắn,mùa đông,ôm,màu vàng,1 triệu rưỡi
"Áo sơ mi nữ tay lửng dáng rộng màu vàng, dễ phối đồ, hợp cho mùa hè, chỉ 700 nghìn.",Áo sơ mi,nữ,tay lửng,mùa hè,dáng rộng,màu vàng,700 nghìn
"Áo sơ mi nữ kiểu ôm màu tím, thiết kế hợp xu hướng, dùng được mùa xuân, giá 200 nghìn.",Áo sơ mi,nữ,tay dài,mùa xuân,ôm,màu tím,200 nghìn
"Chiếc Áo hoodie dành cho nam kiểu tay lửng, màu màu đỏ, mặc mùa đông rất thoải mái, giá dưới 200k.",Áo hoodie,nam,tay lửng,mùa đông,ôm,màu đỏ,dưới 200k
"Quần jeans nam tay ngắn ôm màu đỏ, dễ phối đồ, hợp cho mùa xuân, chỉ hơn 600k.",Quần jeans,nam,tay ngắn,mùa xuân,ôm,màu đỏ,hơn 600k
"Mẫu Váy maxi nữ tay lửng, ôm, màu xám, phong cách thời trang mùa hè, giá bán 1 triệu rưỡi.",Váy maxi,nữ,tay lửng,mùa hè,ôm,màu xám,1 triệu rưỡi
"Mẫu Quần short nữ tay ngắn, dáng rộng, màu be, phong cách thời trang quanh năm, giá bán hơn 1 triệu.",Quần short,nữ,tay ngắn,quanh năm,dáng rộng,màu be,hơn 1 triệu
"Chiếc Áo hoodie dành cho nữ kiểu tay ngắn, màu hoa nhí, mặc mùa đông rất thoải mái, giá 700 nghìn.",Áo hoodie,nữ,tay ngắn,mùa đông,dáng suông,hoa nhí,700 nghìn
"Áo thun nữ không tay màu vàng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Áo thun,nữ,không tay,mùa đông,slim,màu vàng,800 nghìn
"Mẫu Quần jeans nam tay ngắn, regular, màu đỏ, phong cách thời trang mùa xuân, giá bán 500 nghìn.",Quần jeans,nam,tay ngắn,mùa xuân,regular,màu đỏ,500 nghìn
"Áo khoác unisex tay ngắn màu đỏ, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Áo khoác,unisex,tay ngắn,mùa đông,dáng rộng,màu đỏ,1 triệu rưỡi
"Chiếc Váy dành cho unisex kiểu không tay, màu màu xanh, mặc quanh năm rất thoải mái, giá 800 nghìn.",Váy,unisex,không tay,quanh năm,rộng,màu xanh,800 nghìn
"Chiếc Áo sơ mi dành cho nam kiểu tay lửng, màu màu vàng, mặc mùa đông rất thoải mái, giá 1 triệu rưỡi.",Áo sơ mi,nam,tay lửng,mùa đông,slim,màu vàng,1 triệu rưỡi
"Chiếc Quần jeans dành cho unisex kiểu tay ngắn, màu hoa nhí, mặc mùa đông rất thoải mái, giá hơn 600k.",Quần jeans,unisex,tay ngắn,mùa đông,dáng rộng,hoa nhí,hơn 600k
"Áo khoác unisex kiểu rộng màu đen, thiết kế hợp xu hướng, dùng được quanh năm, giá dưới 200k.",Áo khoác,unisex,tay lửng,quanh năm,rộng,màu đen,dưới 200k
"Chiếc Áo thun dành cho unisex kiểu tay lửng, màu màu be, mặc mùa đông rất thoải mái, giá 1 triệu.",Áo thun,unisex,tay lửng,mùa đông,regular,màu be,1 triệu
"Áo thun unisex tay lửng màu vàng, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 1 triệu rưỡi.",Áo thun,unisex,tay lửng,mùa xuân,regular,màu vàng,1 triệu rưỡi
"Chiếc Áo thun dành cho nữ kiểu không tay, màu màu xanh, mặc quanh năm rất thoải mái, giá 1 triệu.",Áo thun,nữ,không tay,quanh năm,slim,màu xanh,1 triệu
"Áo thun nữ tay lửng màu hồng, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng hơn 600k.",Áo thun,nữ,tay lửng,mùa hè,ôm,màu hồng,hơn 600k
"Chiếc Áo thun dành cho nam kiểu không tay, màu màu xanh, mặc mùa xuân rất thoải mái, giá 1 triệu rưỡi.",Áo thun,nam,không tay,mùa xuân,dáng suông,màu xanh,1 triệu rưỡi
"Chiếc Quần jeans dành cho nữ kiểu tay lửng, màu màu vàng, mặc quanh năm rất thoải mái, giá hơn 1 triệu.",Quần jeans,nữ,tay lửng,quanh năm,ôm,màu vàng,hơn 1 triệu
"Mẫu Váy maxi nữ không tay, dáng rộng, màu hồng, phong cách thời trang mùa đông, giá bán 1 triệu.",Váy maxi,nữ,không tay,mùa đông,dáng rộng,màu hồng,1 triệu
"Chiếc Áo hoodie dành cho nữ kiểu tay lửng, màu màu đen, mặc mùa đông rất thoải mái, giá 500 nghìn.",Áo hoodie,nữ,tay lửng,mùa đông,dáng suông,màu đen,500 nghìn
"Mẫu Quần short nam tay dài, slim, màu xanh, phong cách thời trang mùa hè, giá bán 1 triệu rưỡi.",Quần short,nam,tay dài,mùa hè,slim,màu xanh,1 triệu rưỡi
"Váy maxi unisex tay dài ôm màu xám, dễ phối đồ, hợp cho mùa hè, chỉ 800 nghìn.",Váy maxi,unisex,tay dài,mùa hè,ôm,màu xám,800 nghìn
"Quần short unisex tay dài slim hoa nhí, dễ phối đồ, hợp cho quanh năm, chỉ hơn 600k.",Quần short,unisex,tay dài,quanh năm,slim,hoa nhí,hơn 600k
"Váy unisex tay ngắn dáng rộng màu trắng, dễ phối đồ, hợp cho quanh năm, chỉ hơn 600k.",Váy,unisex,tay ngắn,quanh năm,dáng rộng,màu trắng,hơn 600k
"Áo sơ mi nam kiểu regular màu be, thiết kế hợp xu hướng, dùng được quanh năm, giá 700 nghìn.",Áo sơ mi,nam,tay lửng,quanh năm,regular,màu be,700 nghìn
"Áo hoodie unisex tay ngắn slim màu trắng, dễ phối đồ, hợp cho mùa hè, chỉ hơn 1 triệu.",Áo hoodie,unisex,tay ngắn,mùa hè,slim,màu trắng,hơn 1 triệu
"Chiếc Áo khoác dành cho unisex kiểu tay ngắn, màu màu vàng, mặc mùa xuân rất thoải mái, giá 1 triệu.",Áo khoác,unisex,tay ngắn,mùa xuân,dáng suông,màu vàng,1 triệu
"Áo sơ mi unisex kiểu slim màu vàng, thiết kế hợp xu hướng, dùng được mùa thu, giá 200 nghìn.",Áo sơ mi,unisex,không tay,mùa thu,slim,màu vàng,200 nghìn
"Chiếc Áo hoodie dành cho nam kiểu tay lửng, màu màu vàng, mặc quanh năm rất thoải mái, giá 1 triệu rưỡi.",Áo hoodie,nam,tay lửng,quanh năm,rộng,màu vàng,1 triệu rưỡi
"Quần short nam tay lửng slim màu hồng, dễ phối đồ, hợp cho mùa thu, chỉ 800 nghìn.",Quần short,nam,tay lửng,mùa thu,slim,màu hồng,800 nghìn
"Áo thun nam tay ngắn ôm màu vàng, dễ phối đồ, hợp cho mùa đông, chỉ 500 nghìn.",Áo thun,nam,tay ngắn,mùa đông,ôm,màu vàng,500 nghìn
"Mẫu Quần short unisex tay lửng, ôm, màu tím, phong cách thời trang mùa thu, giá bán 700 nghìn.",Quần short,unisex,tay lửng,mùa thu,ôm,màu tím,700 nghìn
"Quần jeans unisex kiểu ôm màu be, thiết kế hợp xu hướng, dùng được mùa thu, giá 800 nghìn.",Quần jeans,unisex,tay ngắn,mùa thu,ôm,màu be,800 nghìn
"Áo khoác nam không tay màu vàng, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng dưới 200k.",Áo khoác,nam,không tay,quanh năm,regular,màu vàng,dưới 200k
"Chiếc Quần short dành cho unisex kiểu tay lửng, màu màu be, mặc mùa đông rất thoải mái, giá 1 triệu rưỡi.",Quần short,unisex,tay lửng,mùa đông,dáng suông,màu be,1 triệu rưỡi
"Quần short unisex không tay màu xám, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 1 triệu.",Quần short,unisex,không tay,mùa thu,rộng,màu xám,hơn 1 triệu
"Áo sơ mi nữ tay lửng regular màu xanh, dễ phối đồ, hợp cho mùa hè, chỉ dưới 200k.",Áo sơ mi,nữ,tay lửng,mùa hè,regular,màu xanh,dưới 200k
"Chiếc Quần jeans dành cho unisex kiểu không tay, màu màu vàng, mặc mùa hè rất thoải mái, giá 1 triệu.",Quần jeans,unisex,không tay,mùa hè,rộng,màu vàng,1 triệu
"Áo sơ mi nam không tay slim màu vàng, dễ phối đồ, hợp cho mùa hè, chỉ 800 nghìn.",Áo sơ mi,nam,không tay,mùa hè,slim,màu vàng,800 nghìn
"Váy unisex tay ngắn màu đỏ, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 700 nghìn.",Váy,unisex,tay ngắn,quanh năm,rộng,màu đỏ,700 nghìn
"Áo sơ mi unisex tay lửng dáng suông màu hồng, dễ phối đồ, hợp cho mùa xuân, chỉ dưới 200k.",Áo sơ mi,unisex,tay lửng,mùa xuân,dáng suông,màu hồng,dưới 200k
"Chiếc Quần short dành cho unisex kiểu tay ngắn, màu màu tím, mặc mùa xuân rất thoải mái, giá 500 nghìn.",Quần short,unisex,tay ngắn,mùa xuân,slim,màu tím,500 nghìn
"Áo thun nam không tay rộng màu be, dễ phối đồ, hợp cho mùa hè, chỉ 800 nghìn.",Áo thun,nam,không tay,mùa hè,rộng,màu be,800 nghìn
"Váy nam không tay màu đen, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 600k.",Váy,nam,không tay,mùa thu,slim,màu đen,hơn 600k
"Quần short nam tay ngắn màu xám, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng dưới 200k.",Quần short,nam,tay ngắn,mùa hè,slim,màu xám,dưới 200k
"Áo hoodie nam kiểu slim màu vàng, thiết kế hợp xu hướng, dùng được mùa hè, giá hơn 1 triệu.",Áo hoodie,nam,không tay,mùa hè,slim,màu vàng,hơn 1 triệu
"Mẫu Váy unisex tay lửng, slim, màu vàng, phong cách thời trang quanh năm, giá bán hơn 600k.",Váy,unisex,tay lửng,quanh năm,slim,màu vàng,hơn 600k
"Áo thun nữ kiểu rộng màu trắng, thiết kế hợp xu hướng, dùng được mùa thu, giá 700 nghìn.",Áo thun,nữ,tay dài,mùa thu,rộng,màu trắng,700 nghìn
"Áo thun nữ kiểu dáng rộng màu vàng, thiết kế hợp xu hướng, dùng được mùa đông, giá 1 triệu rưỡi.",Áo thun,nữ,tay ngắn,mùa đông,dáng rộng,màu vàng,1 triệu rưỡi
"Quần short unisex tay lửng màu xám, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 500 nghìn.",Quần short,unisex,tay lửng,mùa hè,ôm,màu xám,500 nghìn
"Áo khoác unisex tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Áo khoác,unisex,tay dài,mùa đông,rộng,màu be,800 nghìn
"Quần short unisex tay lửng slim hoa nhí, dễ phối đồ, hợp cho mùa đông, chỉ 800 nghìn.",Quần short,unisex,tay lửng,mùa đông,slim,hoa nhí,800 nghìn
"Quần short nam tay lửng màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 200 nghìn.",Quần short,nam,tay lửng,mùa đông,ôm,màu hồng,200 nghìn
"Váy maxi nữ kiểu regular màu be, thiết kế hợp xu hướng, dùng được quanh năm, giá 300 nghìn.",Váy maxi,nữ,không tay,quanh năm,regular,màu be,300 nghìn
"Chiếc Váy maxi dành cho nam kiểu không tay, màu hoa nhí, mặc mùa xuân rất thoải mái, giá 1 triệu rưỡi.",Váy maxi,nam,không tay,mùa xuân,rộng,hoa nhí,1 triệu rưỡi
"Chiếc Áo khoác dành cho nam kiểu tay ngắn, màu màu hồng, mặc mùa xuân rất thoải mái, giá 800 nghìn.",Áo khoác,nam,tay ngắn,mùa xuân,regular,màu hồng,800 nghìn
"Quần short nam không tay regular màu hồng, dễ phối đồ, hợp cho mùa thu, chỉ 400 nghìn.",Quần short,nam,không tay,mùa thu,regular,màu hồng,400 nghìn
"Chiếc Quần short dành cho unisex kiểu tay dài, màu màu đen, mặc quanh năm rất thoải mái, giá 500 nghìn.",Quần short,unisex,tay dài,quanh năm,rộng,màu đen,500 nghìn
"Quần short unisex tay dài màu vàng, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 800 nghìn.",Quần short,unisex,tay dài,mùa hè,rộng,màu vàng,800 nghìn
"Mẫu Quần short unisex tay lửng, slim, màu vàng, phong cách thời trang quanh năm, giá bán 200 nghìn.",Quần short,unisex,tay lửng,quanh năm,slim,màu vàng,200 nghìn
"Áo hoodie unisex kiểu rộng màu xám, thiết kế hợp xu hướng, dùng được quanh năm, giá dưới 200k.",Áo hoodie,unisex,tay dài,quanh năm,rộng,màu xám,dưới 200k
"Mẫu Quần jeans nam không tay, regular, hoa nhí, phong cách thời trang mùa xuân, giá bán 700 nghìn.",Quần jeans,nam,không tay,mùa xuân,regular,hoa nhí,700 nghìn
"Mẫu Váy maxi unisex tay dài, slim, màu trắng, phong cách thời trang mùa đông, giá bán hơn 1 triệu.",Váy maxi,unisex,tay dài,mùa đông,slim,màu trắng,hơn 1 triệu
"Chiếc Váy dành cho unisex kiểu không tay, màu màu đen, mặc mùa xuân rất thoải mái, giá 500 nghìn.",Váy,unisex,không tay,mùa xuân,regular,màu đen,500 nghìn
"Chiếc Váy dành cho nam kiểu tay lửng, màu màu be, mặc mùa thu rất thoải mái, giá dưới 200k.",Váy,nam,tay lửng,mùa thu,rộng,màu be,dưới 200k
"Chiếc Áo khoác dành cho nữ kiểu tay dài, màu màu đen, mặc mùa đông rất thoải mái, giá 800 nghìn.",Áo khoác,nữ,tay dài,mùa đông,regular,màu đen,800 nghìn
"Mẫu Quần short unisex tay lửng, rộng, màu hồng, phong cách thời trang mùa đông, giá bán 800 nghìn.",Quần short,unisex,tay lửng,mùa đông,rộng,màu hồng,800 nghìn
"Mẫu Quần short unisex không tay, rộng, màu vàng, phong cách thời trang quanh năm, giá bán 700 nghìn.",Quần short,unisex,không tay,quanh năm,rộng,màu vàng,700 nghìn
"Chiếc Áo sơ mi dành cho nữ kiểu tay dài, màu màu trắng, mặc quanh năm rất thoải mái, giá hơn 600k.",Áo sơ mi,nữ,tay dài,quanh năm,rộng,màu trắng,hơn 600k
"Mẫu Áo khoác unisex tay dài, rộng, màu xanh, phong cách thời trang mùa xuân, giá bán hơn 600k.",Áo khoác,unisex,tay dài,mùa xuân,rộng,màu xanh,hơn 600k
"Áo hoodie nữ tay lửng hoa nhí, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu rưỡi.",Áo hoodie,nữ,tay lửng,mùa đông,ôm,hoa nhí,1 triệu rưỡi
